R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b,,RGB,Min,Max
0.125000,0.750000,0.562500,0.014350,0.522522,0.276518,0.255299,0.396692,0.298792,0.300365,0.388406,0.322673,0.669704,0.729618,0.685889,0.717188,-0.138233,0.033633,,,,
0.187500,0.750000,0.562500,0.029343,0.522522,0.276518,0.261805,0.399880,0.299058,0.306546,0.391584,0.323997,0.674267,0.731602,0.686827,0.719719,-0.133605,0.034547,,,,
0.250000,0.750000,0.562500,0.050876,0.522522,0.276518,0.271150,0.404460,0.299441,0.315424,0.396148,0.325899,0.680714,0.734433,0.688168,0.723317,-0.127125,0.035845,,,,
0.312500,0.750000,0.562500,0.079581,0.522522,0.276518,0.283606,0.410565,0.299950,0.327258,0.402231,0.328435,0.689123,0.738174,0.689948,0.728048,-0.118776,0.037551,,,,
0.375000,0.750000,0.562500,0.116016,0.522522,0.276518,0.299417,0.418314,0.300597,0.342279,0.409953,0.331653,0.699509,0.742868,0.692194,0.733950,-0.108620,0.039677,,,,
0.437500,0.750000,0.562500,0.160683,0.522522,0.276518,0.318800,0.427813,0.301390,0.360694,0.419420,0.335598,0.711835,0.748542,0.694928,0.741036,-0.096790,0.042227,,,,
0.500000,0.750000,0.562500,0.214041,0.522522,0.276518,0.341955,0.439161,0.302338,0.382692,0.430729,0.340311,0.726022,0.755210,0.698166,0.749300,-0.083466,0.045194,,,,
0.562500,0.750000,0.562500,0.276518,0.522522,0.276518,0.369067,0.452448,0.303447,0.408449,0.443970,0.345830,0.741958,0.762871,0.701920,0.758718,-0.068860,0.048568,,,,
0.625000,0.750000,0.562500,0.348510,0.522522,0.276518,0.400308,0.467759,0.304726,0.438129,0.459228,0.352189,0.759511,0.771512,0.706196,0.769252,-0.053201,0.052327,,,,
0.687500,0.750000,0.562500,0.430393,0.522522,0.276518,0.435841,0.485173,0.306179,0.471887,0.476582,0.359422,0.778537,0.781111,0.710997,0.780855,-0.036716,0.056449,,,,
0.750000,0.750000,0.562500,0.522522,0.522522,0.276518,0.475820,0.504766,0.307815,0.509869,0.496108,0.367559,0.798889,0.791636,0.716323,0.793468,-0.019625,0.060907,,,,
0.812500,0.750000,0.562500,0.625232,0.522522,0.276518,0.520391,0.526610,0.309639,0.552213,0.517876,0.376632,0.820419,0.803049,0.722169,0.807033,-0.002125,0.065670,,,,
0.875000,0.750000,0.562500,0.738845,0.522522,0.276518,0.569694,0.550772,0.311657,0.599053,0.541955,0.386667,0.842989,0.815307,0.728527,0.821485,0.015611,0.070707,,,,
0.937500,0.750000,0.562500,0.863669,0.522522,0.276518,0.623861,0.577319,0.313873,0.650514,0.568410,0.397693,0.866467,0.828363,0.735387,0.836760,0.033432,0.075986,,,,
1.000000,0.750000,0.562500,1.000000,0.522522,0.276518,0.683022,0.606313,0.316294,0.706719,0.597304,0.409735,0.890736,0.842167,0.742736,0.852793,0.051218,0.081476,,,,
0.000000,0.812500,0.562500,0.000000,0.625232,0.276518,0.287712,0.467093,0.309781,0.349532,0.455279,0.350344,0.704416,0.769294,0.704961,0.755903,-0.157342,0.050163,,,,
0.062500,0.812500,0.562500,0.005156,0.625232,0.276518,0.289950,0.468190,0.309872,0.351658,0.456371,0.350800,0.705841,0.769909,0.705266,0.756690,-0.155879,0.050434,,,,
0.125000,0.812500,0.562500,0.014350,0.625232,0.276518,0.293940,0.470145,0.310035,0.355448,0.458320,0.351612,0.708368,0.771003,0.705810,0.758088,-0.153293,0.050916,,,,
0.187500,0.812500,0.562500,0.029343,0.625232,0.276518,0.300446,0.473334,0.310302,0.361629,0.461497,0.352936,0.712450,0.772781,0.706695,0.760354,-0.149137,0.051698,,,,
0.250000,0.812500,0.562500,0.050876,0.625232,0.276518,0.309790,0.477913,0.310684,0.370507,0.466061,0.354838,0.718233,0.775320,0.707962,0.763581,-0.143295,0.052810,,,,
0.312500,0.812500,0.562500,0.079581,0.625232,0.276518,0.322247,0.484018,0.311194,0.382341,0.472145,0.357374,0.725800,0.778679,0.709644,0.767832,-0.135728,0.054274,,,,
0.375000,0.812500,0.562500,0.116016,0.625232,0.276518,0.338058,0.491767,0.311841,0.397362,0.479867,0.360592,0.735183,0.782901,0.711768,0.773149,-0.126466,0.056104,,,,
0.437500,0.812500,0.562500,0.160683,0.625232,0.276518,0.357441,0.501266,0.312634,0.415777,0.489333,0.364537,0.746369,0.788016,0.714355,0.779551,-0.115599,0.058306,,,,
0.500000,0.812500,0.562500,0.214041,0.625232,0.276518,0.380596,0.512614,0.313581,0.437775,0.500642,0.369250,0.759306,0.794040,0.717420,0.787043,-0.103259,0.060877,,,,
0.562500,0.812500,0.562500,0.276518,0.625232,0.276518,0.407707,0.525901,0.314691,0.463532,0.513883,0.374769,0.773915,0.800980,0.720977,0.795610,-0.089616,0.063810,,,,
0.625000,0.812500,0.562500,0.348510,0.625232,0.276518,0.438948,0.541212,0.315969,0.493213,0.529141,0.381128,0.790093,0.808830,0.725031,0.805228,-0.074856,0.067094,,,,
0.687500,0.812500,0.562500,0.430393,0.625232,0.276518,0.474482,0.558626,0.317423,0.526971,0.546496,0.388360,0.807722,0.817577,0.729589,0.815862,-0.059177,0.070711,,,,
0.750000,0.812500,0.562500,0.522522,0.625232,0.276518,0.514461,0.578219,0.319059,0.564952,0.566021,0.396498,0.826680,0.827201,0.734650,0.827468,-0.042772,0.074642,,,,
0.812500,0.812500,0.562500,0.625232,0.625232,0.276518,0.559032,0.600063,0.320883,0.607297,0.587789,0.405570,0.846838,0.837672,0.740211,0.839997,-0.025826,0.078862,,,,
0.875000,0.812500,0.562500,0.738845,0.625232,0.276518,0.608334,0.624226,0.322900,0.654136,0.611868,0.415606,0.868073,0.848958,0.746266,0.853398,-0.008507,0.083348,,,,
0.937500,0.812500,0.562500,0.863669,0.625232,0.276518,0.662502,0.650772,0.325116,0.705597,0.638324,0.426631,0.890264,0.861021,0.752808,0.867615,0.009037,0.088073,,,,
1.000000,0.812500,0.562500,1.000000,0.625232,0.276518,0.721662,0.679766,0.327537,0.761802,0.667217,0.438673,0.913301,0.873821,0.759825,0.882593,0.026677,0.093013,,,,
0.000000,0.875000,0.562500,0.000000,0.738845,0.276518,0.330455,0.548344,0.322218,0.410463,0.532614,0.382355,0.743175,0.810595,0.725809,0.796753,-0.171589,0.066632,,,,
0.062500,0.875000,0.562500,0.005156,0.738845,0.276518,0.332692,0.549441,0.322309,0.412588,0.533706,0.382810,0.744456,0.811149,0.726097,0.797461,-0.170272,0.066866,,,,
0.125000,0.875000,0.562500,0.014350,0.738845,0.276518,0.336682,0.551396,0.322472,0.416379,0.535655,0.383622,0.746729,0.812135,0.726610,0.798719,-0.167940,0.067282,,,,
0.187500,0.875000,0.562500,0.029343,0.738845,0.276518,0.343188,0.554584,0.322739,0.422560,0.538833,0.384947,0.750406,0.813738,0.727445,0.800762,-0.164184,0.067956,,,,
0.250000,0.875000,0.562500,0.050876,0.738845,0.276518,0.352532,0.559164,0.323121,0.431438,0.543396,0.386849,0.755624,0.816029,0.728641,0.803673,-0.158886,0.068917,,,,
0.312500,0.875000,0.562500,0.079581,0.738845,0.276518,0.364989,0.565269,0.323631,0.443272,0.549480,0.389384,0.762471,0.819063,0.730230,0.807515,-0.151997,0.070184,,,,
0.375000,0.875000,0.562500,0.116016,0.738845,0.276518,0.380800,0.573018,0.324278,0.458293,0.557202,0.392603,0.770988,0.822882,0.732236,0.812330,-0.143522,0.071771,,,,
0.437500,0.875000,0.562500,0.160683,0.738845,0.276518,0.400183,0.582517,0.325071,0.476708,0.566669,0.396548,0.781179,0.827516,0.734681,0.818143,-0.133518,0.073685,,,,
0.500000,0.875000,0.562500,0.214041,0.738845,0.276518,0.423338,0.593865,0.326018,0.498706,0.577977,0.401261,0.793015,0.832985,0.737580,0.824962,-0.122083,0.075927,,,,
0.562500,0.875000,0.562500,0.276518,0.738845,0.276518,0.450450,0.607152,0.327128,0.524463,0.591219,0.406780,0.806439,0.839298,0.740946,0.832783,-0.109347,0.078494,,,,
0.625000,0.875000,0.562500,0.348510,0.738845,0.276518,0.481691,0.622463,0.328406,0.554143,0.606477,0.413139,0.821373,0.846457,0.744787,0.841592,-0.095464,0.081377,,,,
0.687500,0.875000,0.562500,0.430393,0.738845,0.276518,0.517224,0.639877,0.329860,0.587901,0.623831,0.420371,0.837725,0.854455,0.749108,0.851363,-0.080599,0.084566,,,,
0.750000,0.875000,0.562500,0.522522,0.738845,0.276518,0.557203,0.659470,0.331496,0.625883,0.643356,0.428509,0.855390,0.863278,0.753911,0.862063,-0.064923,0.088045,,,,
0.812500,0.875000,0.562500,0.625232,0.738845,0.276518,0.601774,0.681314,0.333320,0.668227,0.665125,0.437581,0.874262,0.872906,0.759194,0.873655,-0.048601,0.091797,,,,
0.875000,0.875000,0.562500,0.738845,0.738845,0.276518,0.651076,0.705476,0.335337,0.715067,0.689204,0.447617,0.894229,0.883316,0.764954,0.886094,-0.031792,0.095803,,,,
0.937500,0.875000,0.562500,0.863669,0.738845,0.276518,0.705244,0.732023,0.337553,0.766528,0.715659,0.458642,0.915186,0.894476,0.771184,0.899336,-0.014639,0.100042,,,,
1.000000,0.875000,0.562500,1.000000,0.738845,0.276518,0.764405,0.761017,0.339974,0.822733,0.744553,0.470684,0.937029,0.906355,0.777875,0.913333,0.002729,0.104494,,,,
0.000000,0.937500,0.562500,0.000000,0.863669,0.276518,0.377415,0.637612,0.335882,0.477406,0.617580,0.417525,0.781560,0.851591,0.747413,0.837278,-0.185495,0.082241,,,,
0.062500,0.937500,0.562500,0.005156,0.863669,0.276518,0.379652,0.638709,0.335973,0.479531,0.618673,0.417980,0.782719,0.852093,0.747685,0.837919,-0.184301,0.082444,,,,
0.125000,0.937500,0.562500,0.014350,0.863669,0.276518,0.383642,0.640664,0.336137,0.483322,0.620622,0.418792,0.784776,0.852987,0.748169,0.839059,-0.182185,0.082805,,,,
0.187500,0.937500,0.562500,0.029343,0.863669,0.276518,0.390148,0.643853,0.336403,0.489503,0.623799,0.420116,0.788107,0.854440,0.748956,0.840910,-0.178770,0.083392,,,,
0.250000,0.937500,0.562500,0.050876,0.863669,0.276518,0.399493,0.648432,0.336785,0.498381,0.628363,0.422018,0.792843,0.856519,0.750085,0.843552,-0.173943,0.084229,,,,
0.312500,0.937500,0.562500,0.079581,0.863669,0.276518,0.411949,0.654537,0.337295,0.510215,0.634447,0.424554,0.799069,0.859274,0.751584,0.847043,-0.167644,0.085334,,,,
0.375000,0.937500,0.562500,0.116016,0.863669,0.276518,0.427760,0.662286,0.337942,0.525236,0.642169,0.427772,0.806835,0.862746,0.753478,0.851425,-0.159862,0.086721,,,,
0.437500,0.937500,0.562500,0.160683,0.863669,0.276518,0.447143,0.671785,0.338735,0.543651,0.651635,0.431718,0.816156,0.866965,0.755788,0.856725,-0.150632,0.088396,,,,
0.500000,0.937500,0.562500,0.214041,0.863669,0.276518,0.470298,0.683133,0.339683,0.565649,0.662944,0.436431,0.827019,0.871951,0.758528,0.862958,-0.140021,0.090364,,,,
0.562500,0.937500,0.562500,0.276518,0.863669,0.276518,0.497410,0.696420,0.340792,0.591406,0.676185,0.441949,0.839386,0.877718,0.761712,0.870124,-0.128132,0.092623,,,,
0.625000,0.937500,0.562500,0.348510,0.863669,0.276518,0.528651,0.711731,0.342070,0.621086,0.691443,0.448308,0.853200,0.884271,0.765348,0.878217,-0.115086,0.095169,,,,
0.687500,0.937500,0.562500,0.430393,0.863669,0.276518,0.564184,0.729145,0.343524,0.654844,0.708797,0.455541,0.868386,0.891608,0.769442,0.887219,-0.101024,0.097994,,,,
0.750000,0.937500,0.562500,0.522522,0.863669,0.276518,0.604163,0.748739,0.345160,0.692826,0.728323,0.463678,0.884860,0.899721,0.773996,0.897106,-0.086090,0.101087,,,,
0.812500,0.937500,0.562500,0.625232,0.863669,0.276518,0.648734,0.770582,0.346984,0.735170,0.750091,0.472751,0.902532,0.908597,0.779012,0.907848,-0.070433,0.104436,,,,
0.875000,0.937500,0.562500,0.738845,0.863669,0.276518,0.698037,0.794745,0.349001,0.782010,0.774170,0.482786,0.921306,0.918217,0.784486,0.919412,-0.054197,0.108025,,,,
0.937500,0.937500,0.562500,0.863669,0.863669,0.276518,0.752204,0.821291,0.351218,0.833471,0.800625,0.493812,0.941088,0.928560,0.790413,0.931758,-0.037518,0.111838,,,,
1.000000,0.937500,0.562500,1.000000,0.863669,0.276518,0.811365,0.850285,0.353638,0.889676,0.829519,0.505854,0.961783,0.939598,0.796786,0.944848,-0.020521,0.115859,,,,
0.000000,1.000000,0.562500,0.000000,1.000000,0.276518,0.428704,0.735110,0.350806,0.550520,0.710379,0.455936,0.819579,0.892271,0.769664,0.877473,-0.199066,0.097069,,,,
0.062500,1.000000,0.562500,0.005156,1.000000,0.276518,0.430941,0.736206,0.350897,0.552646,0.711472,0.456392,0.820633,0.892728,0.769920,0.878056,-0.197977,0.097247,,,,
0.125000,1.000000,0.562500,0.014350,1.000000,0.276518,0.434931,0.738162,0.351061,0.556436,0.713421,0.457204,0.822505,0.893543,0.770377,0.879095,-0.196046,0.097564,,,,
0.187500,1.000000,0.562500,0.029343,1.000000,0.276518,0.441437,0.741350,0.351327,0.562617,0.716598,0.458528,0.825539,0.894867,0.771120,0.880782,-0.192927,0.098078,,,,
0.250000,1.000000,0.562500,0.050876,1.000000,0.276518,0.450782,0.745930,0.351709,0.571495,0.721162,0.460430,0.829859,0.896763,0.772185,0.883191,-0.188508,0.098812,,,,
0.312500,1.000000,0.562500,0.079581,1.000000,0.276518,0.463238,0.752035,0.352219,0.583329,0.727246,0.462966,0.835548,0.899278,0.773600,0.886378,-0.182725,0.099784,,,,
0.375000,1.000000,0.562500,0.116016,1.000000,0.276518,0.479049,0.759783,0.352866,0.598350,0.734968,0.466184,0.842659,0.902449,0.775388,0.890384,-0.175557,0.101004,,,,
0.437500,1.000000,0.562500,0.160683,1.000000,0.276518,0.498432,0.769283,0.353659,0.616765,0.744434,0.470129,0.851216,0.906307,0.777569,0.895238,-0.167018,0.102481,,,,
0.500000,1.000000,0.562500,0.214041,1.000000,0.276518,0.521587,0.780631,0.354606,0.638763,0.755743,0.474842,0.861218,0.910873,0.780159,0.900956,-0.157158,0.104220,,,,
0.562500,1.000000,0.562500,0.276518,1.000000,0.276518,0.548699,0.793918,0.355716,0.664520,0.768984,0.480361,0.872642,0.916162,0.783170,0.907545,-0.146052,0.106220,,,,
0.625000,1.000000,0.562500,0.348510,1.000000,0.276518,0.579940,0.809228,0.356994,0.694200,0.784242,0.486720,0.885445,0.922182,0.786610,0.915003,-0.133797,0.108481,,,,
0.687500,1.000000,0.562500,0.430393,1.000000,0.276518,0.615473,0.826643,0.358448,0.727958,0.801596,0.493953,0.899571,0.928935,0.790488,0.923319,-0.120510,0.110996,,,,
0.750000,1.000000,0.562500,0.522522,1.000000,0.276518,0.655452,0.846236,0.360084,0.765940,0.821122,0.502090,0.914952,0.936417,0.794805,0.932476,-0.106314,0.113759,,,,
0.812500,1.000000,0.562500,0.625232,1.000000,0.276518,0.700023,0.868080,0.361908,0.808284,0.842890,0.511162,0.931511,0.944620,0.799564,0.942452,-0.091339,0.116759,,,,
0.875000,1.000000,0.562500,0.738845,1.000000,0.276518,0.749326,0.892242,0.363925,0.855124,0.866969,0.521198,0.949168,0.953530,0.804762,0.953218,-0.075714,0.119986,,,,
0.937500,1.000000,0.562500,0.863669,1.000000,0.276518,0.803493,0.918789,0.366142,0.906585,0.893424,0.532223,0.967838,0.963132,0.810397,0.964744,-0.059566,0.123428,,,,
1.000000,1.000000,0.562500,1.000000,1.000000,0.276518,0.862654,0.947783,0.368562,0.962790,0.922318,0.544265,0.987440,0.973405,0.816464,0.976997,-0.043012,0.127069,,,,
0.000000,0.000000,0.625000,0.000000,0.000000,0.348510,0.066161,0.025154,0.304171,0.017924,0.037420,0.219533,0.261707,0.334479,0.603253,0.318070,-0.022795,-0.219396,,,,
0.062500,0.000000,0.625000,0.005156,0.000000,0.348510,0.068399,0.026250,0.304263,0.020050,0.038513,0.219988,0.271668,0.337703,0.603670,0.322723,-0.010737,-0.216951,,,,
0.125000,0.000000,0.625000,0.014350,0.000000,0.348510,0.072388,0.028206,0.304426,0.023840,0.040462,0.220800,0.287809,0.343306,0.604412,0.330563,0.007918,-0.212748,,,,
0.187500,0.000000,0.625000,0.029343,0.000000,0.348510,0.078895,0.031394,0.304692,0.030022,0.043639,0.222125,0.310798,0.352067,0.605618,0.342349,0.032651,-0.206270,,,,
0.250000,0.000000,0.625000,0.050876,0.000000,0.348510,0.088239,0.035974,0.305075,0.038899,0.048203,0.224027,0.338828,0.363935,0.607342,0.357660,0.060045,-0.197647,,,,
0.312500,0.000000,0.625000,0.079581,0.000000,0.348510,0.100696,0.042079,0.305584,0.050733,0.054287,0.226562,0.370196,0.378644,0.609625,0.375925,0.087393,-0.187168,,,,
0.375000,0.000000,0.625000,0.116016,0.000000,0.348510,0.116506,0.049827,0.306231,0.065754,0.062009,0.229780,0.403622,0.395807,0.612498,0.396569,0.113116,-0.175191,,,,
0.437500,0.000000,0.625000,0.160683,0.000000,0.348510,0.135890,0.059327,0.307024,0.084169,0.071475,0.233726,0.438246,0.415003,0.615983,0.419076,0.136548,-0.162087,,,,
0.500000,0.000000,0.625000,0.214041,0.000000,0.348510,0.159044,0.070674,0.307972,0.106167,0.082784,0.238439,0.473511,0.435828,0.620096,0.443007,0.157576,-0.148200,,,,
0.562500,0.000000,0.625000,0.276518,0.000000,0.348510,0.186156,0.083962,0.309081,0.131924,0.096025,0.243957,0.509067,0.457926,0.624844,0.468008,0.176375,-0.133822,,,,
0.625000,0.000000,0.625000,0.348510,0.000000,0.348510,0.217397,0.099272,0.310359,0.161605,0.111283,0.250316,0.544693,0.480998,0.630226,0.493794,0.193229,-0.119192,,,,
0.687500,0.000000,0.625000,0.430393,0.000000,0.348510,0.252930,0.116687,0.311813,0.195363,0.128637,0.257549,0.580248,0.504803,0.636239,0.520145,0.208448,-0.104500,,,,
0.750000,0.000000,0.625000,0.522522,0.000000,0.348510,0.292909,0.136280,0.313449,0.233344,0.148163,0.265687,0.615648,0.529151,0.642870,0.546890,0.222321,-0.089889,,,,
0.812500,0.000000,0.625000,0.625232,0.000000,0.348510,0.337480,0.158124,0.315273,0.275689,0.169931,0.274759,0.650838,0.553891,0.650106,0.573900,0.235100,-0.075465,,,,
0.875000,0.000000,0.625000,0.738845,0.000000,0.348510,0.386783,0.182286,0.317291,0.322528,0.194010,0.284794,0.685787,0.578906,0.657926,0.601076,0.246996,-0.061304,,,,
0.937500,0.000000,0.625000,0.863669,0.000000,0.348510,0.440950,0.208833,0.319507,0.373989,0.220465,0.295820,0.720476,0.604106,0.666309,0.628342,0.258183,-0.047461,,,,
1.000000,0.000000,0.625000,1.000000,0.000000,0.348510,0.500111,0.237827,0.321928,0.430195,0.249359,0.307862,0.754898,0.629422,0.675231,0.655640,0.268804,-0.033969,,,,
0.000000,0.062500,0.625000,0.000000,0.005156,0.348510,0.068101,0.028841,0.304736,0.020689,0.040930,0.220985,0.274525,0.344624,0.604581,0.328814,-0.021482,-0.212196,,,,
0.062500,0.062500,0.625000,0.005156,0.005156,0.348510,0.070338,0.029937,0.304827,0.022815,0.042022,0.221441,0.283622,0.347664,0.604996,0.333139,-0.010687,-0.209917,,,,
0.125000,0.062500,0.625000,0.014350,0.005156,0.348510,0.074328,0.031893,0.304990,0.026605,0.043971,0.222253,0.298531,0.352957,0.605735,0.340474,0.006281,-0.205985,,,,
0.187500,0.062500,0.625000,0.029343,0.005156,0.348510,0.080834,0.035081,0.305257,0.032787,0.047149,0.223577,0.320060,0.361262,0.606936,0.351591,0.029233,-0.199897,,,,
0.250000,0.062500,0.625000,0.050876,0.005156,0.348510,0.090179,0.039661,0.305639,0.041664,0.051712,0.225479,0.346673,0.372561,0.608652,0.366152,0.055202,-0.191752,,,,
0.312500,0.062500,0.625000,0.079581,0.005156,0.348510,0.102635,0.045766,0.306149,0.053498,0.057796,0.228015,0.376802,0.386633,0.610925,0.383651,0.081642,-0.181794,,,,
0.375000,0.062500,0.625000,0.116016,0.005156,0.348510,0.118446,0.053514,0.306796,0.068519,0.065518,0.231233,0.409202,0.403138,0.613786,0.403556,0.106931,-0.170350,,,,
0.437500,0.062500,0.625000,0.160683,0.005156,0.348510,0.137829,0.063014,0.307589,0.086934,0.074985,0.235178,0.442993,0.421687,0.617257,0.425374,0.130278,-0.157762,,,,
0.500000,0.062500,0.625000,0.214041,0.005156,0.348510,0.160984,0.074362,0.308536,0.108932,0.086293,0.239892,0.477587,0.441902,0.621353,0.448680,0.151453,-0.144356,,,,
0.562500,0.062500,0.625000,0.276518,0.005156,0.348510,0.188096,0.087649,0.309646,0.134689,0.099534,0.245410,0.512599,0.463438,0.626081,0.473120,0.170532,-0.130417,,,,
0.625000,0.062500,0.625000,0.348510,0.005156,0.348510,0.219337,0.102959,0.310924,0.164370,0.114793,0.251769,0.547781,0.486002,0.631443,0.498410,0.187734,-0.116180,,,,
0.687500,0.062500,0.625000,0.430393,0.005156,0.348510,0.254870,0.120374,0.312378,0.198128,0.132147,0.259002,0.582973,0.509353,0.637433,0.524324,0.203326,-0.101834,,,,
0.750000,0.062500,0.625000,0.522522,0.005156,0.348510,0.294849,0.139967,0.314014,0.236109,0.151672,0.267139,0.618070,0.533297,0.644040,0.550685,0.217571,-0.087527,,,,
0.812500,0.062500,0.625000,0.625232,0.005156,0.348510,0.339420,0.161811,0.315838,0.278454,0.173441,0.276212,0.653007,0.557678,0.651249,0.577358,0.230707,-0.073369,,,,
0.875000,0.062500,0.625000,0.738845,0.005156,0.348510,0.388723,0.185973,0.317855,0.325293,0.197520,0.286247,0.687741,0.582376,0.659043,0.604236,0.242937,-0.059441,,,,
0.937500,0.062500,0.625000,0.863669,0.005156,0.348510,0.442890,0.212520,0.320071,0.376754,0.223975,0.297273,0.722248,0.607295,0.667398,0.631241,0.254433,-0.045800,,,,
1.000000,0.062500,0.625000,1.000000,0.005156,0.348510,0.502051,0.241514,0.322492,0.432960,0.252869,0.309315,0.756512,0.632361,0.676291,0.658308,0.265336,-0.032485,,,,
0.000000,0.125000,0.625000,0.000000,0.014350,0.348510,0.071560,0.035416,0.305742,0.025620,0.047188,0.223576,0.294800,0.361363,0.606934,0.346355,-0.020974,-0.200472,,,,
0.062500,0.125000,0.625000,0.005156,0.014350,0.348510,0.073797,0.036513,0.305834,0.027746,0.048281,0.224031,0.302737,0.364131,0.607346,0.350221,-0.011813,-0.198432,,,,
0.125000,0.125000,0.625000,0.014350,0.014350,0.348510,0.077787,0.038468,0.305997,0.031536,0.050229,0.224843,0.315939,0.368966,0.608079,0.356833,0.002889,-0.194899,,,,
0.187500,0.125000,0.625000,0.029343,0.014350,0.348510,0.084293,0.041656,0.306263,0.037717,0.053407,0.226168,0.335362,0.376587,0.609271,0.366964,0.023331,-0.189394,,,,
0.250000,0.125000,0.625000,0.050876,0.014350,0.348510,0.093638,0.046236,0.306645,0.046595,0.057971,0.228070,0.359843,0.387022,0.610974,0.380390,0.047176,-0.181969,,,,
0.312500,0.125000,0.625000,0.079581,0.014350,0.348510,0.106094,0.052341,0.307155,0.058429,0.064054,0.230605,0.388040,0.400113,0.613230,0.396705,0.072170,-0.172816,,,,
0.375000,0.125000,0.625000,0.116016,0.014350,0.348510,0.121905,0.060090,0.307802,0.073450,0.071776,0.233824,0.418791,0.415586,0.616069,0.415443,0.096695,-0.162205,,,,
0.437500,0.125000,0.625000,0.160683,0.014350,0.348510,0.141288,0.069589,0.308595,0.091865,0.081243,0.237769,0.451215,0.433107,0.619515,0.436158,0.119824,-0.150437,,,,
0.500000,0.125000,0.625000,0.214041,0.014350,0.348510,0.164443,0.080937,0.309543,0.113863,0.092552,0.242482,0.484686,0.452336,0.623581,0.458446,0.141158,-0.137807,,,,
0.562500,0.125000,0.625000,0.276518,0.014350,0.348510,0.191555,0.094224,0.310652,0.139620,0.105793,0.248001,0.518779,0.472954,0.628277,0.481965,0.160633,-0.124583,,,,
0.625000,0.125000,0.625000,0.348510,0.014350,0.348510,0.222796,0.109535,0.311930,0.169301,0.121051,0.254360,0.553205,0.494678,0.633601,0.506428,0.178362,-0.110993,,,,
0.687500,0.125000,0.625000,0.430393,0.014350,0.348510,0.258329,0.126949,0.313384,0.203059,0.138405,0.261592,0.587770,0.517270,0.639551,0.531608,0.194540,-0.097226,,,,
0.750000,0.125000,0.625000,0.522522,0.014350,0.348510,0.298308,0.146542,0.315020,0.241040,0.157931,0.269730,0.622343,0.540533,0.646115,0.557319,0.209383,-0.083431,,,,
0.812500,0.125000,0.625000,0.625232,0.014350,0.348510,0.342879,0.168386,0.316844,0.283385,0.179699,0.278802,0.656839,0.564307,0.653279,0.583416,0.223102,-0.069723,,,,
0.875000,0.125000,0.625000,0.738845,0.014350,0.348510,0.392181,0.192548,0.318861,0.330224,0.203778,0.288838,0.691199,0.588463,0.661025,0.609787,0.235886,-0.056190,,,,
0.937500,0.125000,0.625000,0.863669,0.014350,0.348510,0.446349,0.219095,0.321078,0.381685,0.230233,0.299863,0.725385,0.612899,0.669331,0.636341,0.247898,-0.042895,,,,
1.000000,0.125000,0.625000,1.000000,0.014350,0.348510,0.505510,0.248089,0.323499,0.437890,0.259127,0.311905,0.759373,0.637535,0.678174,0.663009,0.259277,-0.029883,,,,
0.000000,0.187500,0.625000,0.000000,0.029343,0.348510,0.077200,0.046138,0.307383,0.033661,0.057394,0.227800,0.322881,0.385734,0.610733,0.371590,-0.022910,-0.183740,,,,
0.062500,0.187500,0.625000,0.005156,0.029343,0.348510,0.079438,0.047235,0.307475,0.035786,0.058486,0.228256,0.329539,0.388166,0.611140,0.374920,-0.015466,-0.181993,,,,
0.125000,0.187500,0.625000,0.014350,0.029343,0.348510,0.083427,0.049190,0.307638,0.039577,0.060435,0.229068,0.340785,0.392430,0.611864,0.380668,-0.003250,-0.178949,,,,
0.187500,0.187500,0.625000,0.029343,0.029343,0.348510,0.089934,0.052379,0.307904,0.045758,0.063612,0.230392,0.357676,0.399191,0.613041,0.389583,0.014268,-0.174171,,,,
0.250000,0.187500,0.625000,0.050876,0.029343,0.348510,0.099278,0.056958,0.308287,0.054636,0.068176,0.232294,0.379454,0.408518,0.614723,0.401561,0.035449,-0.167667,,,,
0.312500,0.187500,0.625000,0.079581,0.029343,0.348510,0.111735,0.063063,0.308796,0.066470,0.074260,0.234830,0.405081,0.420325,0.616951,0.416316,0.058466,-0.159564,,,,
0.375000,0.187500,0.625000,0.116016,0.029343,0.348510,0.127546,0.070812,0.309443,0.081491,0.081982,0.238048,0.433547,0.434416,0.619757,0.433478,0.081810,-0.150066,,,,
0.437500,0.187500,0.625000,0.160683,0.029343,0.348510,0.146929,0.080311,0.310236,0.099906,0.091449,0.241993,0.464013,0.450532,0.623162,0.452665,0.104462,-0.139416,,,,
0.500000,0.187500,0.625000,0.214041,0.029343,0.348510,0.170083,0.091659,0.311184,0.121904,0.102757,0.246706,0.495837,0.468386,0.627182,0.473516,0.125856,-0.127867,,,,
0.562500,0.187500,0.625000,0.276518,0.029343,0.348510,0.197195,0.104946,0.312293,0.147661,0.115998,0.252225,0.528553,0.487698,0.631824,0.495708,0.145755,-0.115658,,,,
0.625000,0.187500,0.625000,0.348510,0.029343,0.348510,0.228436,0.120257,0.313572,0.177341,0.131256,0.258584,0.561828,0.508207,0.637090,0.518965,0.164134,-0.103002,,,,
0.687500,0.187500,0.625000,0.430393,0.029343,0.348510,0.263970,0.137671,0.315026,0.211099,0.148611,0.265817,0.595428,0.529684,0.642975,0.543057,0.181081,-0.090081,,,,
