R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b
0.687500,0.750000,0.875000,0.430393,0.522522,0.738845,0.523609,0.518542,0.709687,0.496919,0.525629,0.646817,0.792067,0.807036,0.864823,0.803651,-0.003571,-0.047118
0.750000,0.750000,0.875000,0.522522,0.522522,0.738845,0.563588,0.538135,0.711323,0.534951,0.545245,0.655422,0.811779,0.816953,0.868641,0.815654,0.013055,-0.041932
0.812500,0.750000,0.875000,0.625232,0.522522,0.738845,0.608159,0.559978,0.713147,0.577351,0.567115,0.665015,0.832683,0.827733,0.872858,0.828591,0.030124,-0.036363
0.875000,0.750000,0.875000,0.738845,0.522522,0.738845,0.657462,0.584141,0.715164,0.624251,0.591306,0.675626,0.854646,0.839339,0.877477,0.842405,0.047462,-0.030444
0.937500,0.750000,0.875000,0.863669,0.522522,0.738845,0.711629,0.610687,0.717381,0.675780,0.617885,0.687285,0.877543,0.851731,0.882495,0.857038,0.064918,-0.024209
1.000000,0.750000,0.875000,1.000000,0.522522,0.738845,0.770790,0.639681,0.719801,0.732059,0.646913,0.700018,0.901257,0.864866,0.887912,0.872431,0.082366,-0.017694
0.000000,0.812500,0.875000,0.000000,0.625232,0.738845,0.375481,0.500462,0.713288,0.373657,0.504038,0.636635,0.720263,0.795831,0.860261,0.779665,-0.120442,-0.054060
0.062500,0.812500,0.875000,0.005156,0.625232,0.738845,0.377718,0.501558,0.713380,0.375786,0.505135,0.637116,0.721628,0.796409,0.860477,0.780410,-0.119047,-0.053748
0.125000,0.812500,0.875000,0.014350,0.625232,0.738845,0.381708,0.503514,0.713543,0.379581,0.507093,0.637975,0.724049,0.797436,0.860864,0.781733,-0.116579,-0.053194
0.187500,0.812500,0.875000,0.029343,0.625232,0.738845,0.388214,0.506702,0.713809,0.385770,0.510286,0.639375,0.727964,0.799106,0.861493,0.783880,-0.112608,-0.052294
0.250000,0.812500,0.875000,0.050876,0.625232,0.738845,0.397558,0.511282,0.714192,0.394660,0.514871,0.641386,0.733513,0.801492,0.862396,0.786938,-0.107021,-0.051012
0.312500,0.812500,0.875000,0.079581,0.625232,0.738845,0.410015,0.517387,0.714701,0.406509,0.520983,0.644067,0.740782,0.804651,0.863596,0.790970,-0.099774,-0.049321
0.375000,0.812500,0.875000,0.116016,0.625232,0.738845,0.425826,0.525135,0.715348,0.421550,0.528741,0.647470,0.749807,0.808626,0.865114,0.796017,-0.090889,-0.047204
0.437500,0.812500,0.875000,0.160683,0.625232,0.738845,0.445209,0.534635,0.716142,0.439989,0.538251,0.651642,0.760584,0.813445,0.866968,0.802102,-0.080442,-0.044652
0.500000,0.812500,0.875000,0.214041,0.625232,0.738845,0.468364,0.545983,0.717089,0.462016,0.549613,0.656626,0.773070,0.819129,0.869173,0.809232,-0.068555,-0.041662
0.562500,0.812500,0.875000,0.276518,0.625232,0.738845,0.495476,0.559270,0.718198,0.487807,0.562916,0.662461,0.787195,0.825685,0.871740,0.817397,-0.055380,-0.038240
0.625000,0.812500,0.875000,0.348510,0.625232,0.738845,0.526717,0.574580,0.719477,0.517526,0.578245,0.669185,0.802868,0.833113,0.874679,0.826578,-0.041095,-0.034397
0.687500,0.812500,0.875000,0.430393,0.625232,0.738845,0.562250,0.591995,0.720931,0.551328,0.595680,0.676833,0.819980,0.841403,0.877999,0.836746,-0.025886,-0.030149
0.750000,0.812500,0.875000,0.522522,0.625232,0.738845,0.602229,0.611588,0.722567,0.589360,0.615296,0.685438,0.838417,0.850540,0.881704,0.847862,-0.009937,-0.025515
0.812500,0.812500,0.875000,0.625232,0.625232,0.738845,0.646800,0.633432,0.724390,0.631759,0.637166,0.695031,0.858059,0.860500,0.885798,0.859883,0.006571,-0.020521
0.875000,0.812500,0.875000,0.738845,0.625232,0.738845,0.696102,0.657594,0.726408,0.678660,0.661357,0.705642,0.878788,0.871255,0.890283,0.872763,0.023474,-0.015192
0.937500,0.812500,0.875000,0.863669,0.625232,0.738845,0.750270,0.684141,0.728624,0.730189,0.687936,0.717301,0.900489,0.882774,0.895160,0.886451,0.040622,-0.009557
1.000000,0.812500,0.875000,1.000000,0.625232,0.738845,0.809431,0.713135,0.731045,0.786468,0.716964,0.730034,0.923054,0.895020,0.900425,0.900897,0.057887,-0.003645
0.000000,0.875000,0.875000,0.000000,0.738845,0.738845,0.418223,0.581712,0.725725,0.433842,0.581525,0.669837,0.757026,0.834685,0.874963,0.818178,-0.135462,-0.034583
0.062500,0.875000,0.875000,0.005156,0.738845,0.738845,0.420460,0.582809,0.725817,0.435970,0.582623,0.670318,0.758261,0.835210,0.875173,0.818853,-0.134198,-0.034310
0.125000,0.875000,0.875000,0.014350,0.738845,0.738845,0.424450,0.584764,0.725980,0.439766,0.584580,0.671177,0.760456,0.836145,0.875546,0.820055,-0.131959,-0.033824
0.187500,0.875000,0.875000,0.029343,0.738845,0.738845,0.430956,0.587953,0.726246,0.445955,0.587773,0.672578,0.764006,0.837664,0.876155,0.822006,-0.128351,-0.033035
0.250000,0.875000,0.875000,0.050876,0.738845,0.738845,0.440301,0.592532,0.726629,0.454844,0.592358,0.674589,0.769049,0.839836,0.877027,0.824788,-0.123259,-0.031909
0.312500,0.875000,0.875000,0.079581,0.738845,0.738845,0.452757,0.598637,0.727138,0.466694,0.598470,0.677270,0.775671,0.842715,0.878187,0.828461,-0.116630,-0.030422
0.375000,0.875000,0.875000,0.116016,0.738845,0.738845,0.468568,0.606386,0.727785,0.481735,0.606228,0.680673,0.783916,0.846341,0.879656,0.833068,-0.108466,-0.028558
0.437500,0.875000,0.875000,0.160683,0.738845,0.738845,0.487951,0.615885,0.728579,0.500173,0.615739,0.684845,0.793792,0.850744,0.881449,0.838633,-0.098814,-0.026306
0.500000,0.875000,0.875000,0.214041,0.738845,0.738845,0.511106,0.627233,0.729526,0.522200,0.627100,0.689828,0.805278,0.855945,0.883582,0.845169,-0.087765,-0.023662
0.562500,0.875000,0.875000,0.276518,0.738845,0.738845,0.538218,0.640520,0.730635,0.547991,0.640403,0.695664,0.818323,0.861955,0.886067,0.852674,-0.075439,-0.020629
0.625000,0.875000,0.875000,0.348510,0.738845,0.738845,0.569459,0.655831,0.731914,0.577711,0.655732,0.702388,0.832856,0.868778,0.888912,0.861136,-0.061980,-0.017213
0.687500,0.875000,0.875000,0.430393,0.738845,0.738845,0.604992,0.673245,0.733368,0.611513,0.673167,0.710035,0.848793,0.876411,0.892127,0.870534,-0.047546,-0.013425
0.750000,0.875000,0.875000,0.522522,0.738845,0.738845,0.644971,0.692839,0.735004,0.649544,0.692784,0.718640,0.866037,0.884842,0.895716,0.880840,-0.032298,-0.009281
0.812500,0.875000,0.875000,0.625232,0.738845,0.738845,0.689542,0.714682,0.736827,0.691944,0.714653,0.728233,0.884485,0.894057,0.899684,0.892019,-0.016398,-0.004799
0.875000,0.875000,0.875000,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.904033,0.904033,0.904033,0.904033,-0.000000,0.000000
0.937500,0.875000,0.875000,0.863669,0.738845,0.738845,0.793012,0.765391,0.741061,0.790373,0.765423,0.750503,0.924579,0.914746,0.908763,0.916840,0.016754,0.005093
1.000000,0.875000,0.875000,1.000000,0.738845,0.738845,0.852173,0.794385,0.743482,0.846652,0.794452,0.763237,0.946023,0.926167,0.913874,0.930396,0.033737,0.010455
0.000000,0.937500,0.875000,0.000000,0.863669,0.738845,0.465183,0.670981,0.739390,0.499966,0.666659,0.706316,0.793682,0.873577,0.890566,0.856694,-0.150376,-0.015808
0.062500,0.937500,0.875000,0.005156,0.863669,0.738845,0.467421,0.672077,0.739481,0.502094,0.667756,0.706797,0.794807,0.874056,0.890769,0.857310,-0.149224,-0.015568
0.125000,0.937500,0.875000,0.014350,0.863669,0.738845,0.471410,0.674033,0.739644,0.505889,0.669714,0.707656,0.796805,0.874910,0.891129,0.858406,-0.147183,-0.015140
0.187500,0.937500,0.875000,0.029343,0.863669,0.738845,0.477917,0.677221,0.739911,0.512079,0.672907,0.709056,0.800041,0.876298,0.891717,0.860186,-0.143888,-0.014444
0.250000,0.937500,0.875000,0.050876,0.863669,0.738845,0.487261,0.681801,0.740293,0.520968,0.677492,0.711067,0.804644,0.878283,0.892559,0.862727,-0.139226,-0.013452
0.312500,0.937500,0.875000,0.079581,0.863669,0.738845,0.499718,0.687906,0.740803,0.532818,0.683604,0.713749,0.810699,0.880917,0.893679,0.866087,-0.133140,-0.012140
0.375000,0.937500,0.875000,0.116016,0.863669,0.738845,0.515528,0.695654,0.741450,0.547858,0.691362,0.717152,0.818256,0.884236,0.895097,0.870306,-0.125615,-0.010492
0.437500,0.937500,0.875000,0.160683,0.863669,0.738845,0.534911,0.705154,0.742243,0.566297,0.700872,0.721323,0.827335,0.888273,0.896830,0.875413,-0.116679,-0.008498
0.500000,0.937500,0.875000,0.214041,0.863669,0.738845,0.558066,0.716502,0.743190,0.588324,0.712234,0.726307,0.837926,0.893047,0.898890,0.881422,-0.106396,-0.006154
0.562500,0.937500,0.875000,0.276518,0.863669,0.738845,0.585178,0.729789,0.744300,0.614115,0.725537,0.732142,0.849995,0.898572,0.901291,0.888338,-0.094860,-0.003457
0.625000,0.937500,0.875000,0.348510,0.863669,0.738845,0.616419,0.745100,0.745578,0.643834,0.740866,0.738866,0.863491,0.904857,0.904042,0.896155,-0.082188,-0.000413
0.687500,0.937500,0.875000,0.430393,0.863669,0.738845,0.651952,0.762514,0.747032,0.677636,0.758301,0.746514,0.878346,0.911900,0.907151,0.904858,-0.068510,0.002972
0.750000,0.937500,0.875000,0.522522,0.863669,0.738845,0.691931,0.782107,0.748668,0.715668,0.777917,0.755119,0.894480,0.919696,0.910623,0.914426,-0.053967,0.006685
0.812500,0.937500,0.875000,0.625232,0.863669,0.738845,0.736502,0.803951,0.750492,0.758068,0.799787,0.764712,0.911806,0.928235,0.914463,0.924834,-0.038702,0.010712
0.875000,0.937500,0.875000,0.738845,0.863669,0.738845,0.785805,0.828113,0.752509,0.804968,0.823978,0.775323,0.930236,0.937501,0.918673,0.936049,-0.022856,0.015038
0.937500,0.937500,0.875000,0.863669,0.863669,0.738845,0.839972,0.854660,0.754725,0.856497,0.850557,0.786982,0.949676,0.947475,0.923255,0.948037,-0.006561,0.019643
1.000000,0.937500,0.875000,1.000000,0.863669,0.738845,0.899133,0.883654,0.757146,0.912776,0.879585,0.799715,0.970036,0.958133,0.928208,0.960760,0.010060,0.024509
0.000000,1.000000,0.875000,0.000000,1.000000,0.738845,0.516472,0.768478,0.754313,0.572185,0.759640,0.746157,0.830192,0.912436,0.907006,0.895150,-0.165126,0.002261
0.062500,1.000000,0.875000,0.005156,1.000000,0.738845,0.518710,0.769575,0.754405,0.574313,0.760738,0.746639,0.831220,0.912876,0.907201,0.895714,-0.164071,0.002474
0.125000,1.000000,0.875000,0.014350,1.000000,0.738845,0.522699,0.771530,0.754568,0.578108,0.762696,0.747497,0.833047,0.913658,0.907549,0.896718,-0.162201,0.002853
0.187500,1.000000,0.875000,0.029343,1.000000,0.738845,0.529206,0.774719,0.754835,0.584298,0.765888,0.748898,0.836010,0.914931,0.908115,0.898350,-0.159178,0.003468
0.250000,1.000000,0.875000,0.050876,1.000000,0.738845,0.538550,0.779298,0.755217,0.593187,0.770473,0.750909,0.840228,0.916753,0.908927,0.900680,-0.154893,0.004346
0.312500,1.000000,0.875000,0.079581,1.000000,0.738845,0.551007,0.785403,0.755727,0.605037,0.776585,0.753590,0.845786,0.919171,0.910008,0.903764,-0.149284,0.005509
0.375000,1.000000,0.875000,0.116016,1.000000,0.738845,0.566817,0.793152,0.756374,0.620077,0.784343,0.756993,0.852737,0.922222,0.911375,0.907643,-0.142327,0.006971
0.437500,1.000000,0.875000,0.160683,1.000000,0.738845,0.586201,0.802651,0.757167,0.638516,0.793854,0.761165,0.861107,0.925934,0.913047,0.912344,-0.134035,0.008743
0.500000,1.000000,0.875000,0.214041,1.000000,0.738845,0.609355,0.813999,0.758114,0.660543,0.805215,0.766148,0.870897,0.930331,0.915035,0.917885,-0.124451,0.010830
0.562500,1.000000,0.875000,0.276518,1.000000,0.738845,0.636467,0.827286,0.759224,0.686334,0.818518,0.771984,0.882088,0.935426,0.917352,0.924274,-0.113647,0.013234
0.625000,1.000000,0.875000,0.348510,1.000000,0.738845,0.667708,0.842597,0.760502,0.716053,0.833847,0.778708,0.894640,0.941229,0.920008,0.931511,-0.101716,0.015955
0.687500,1.000000,0.875000,0.430393,1.000000,0.738845,0.703241,0.860011,0.761956,0.749855,0.851282,0.786356,0.908502,0.947744,0.923010,0.939586,-0.088767,0.018986
0.750000,1.000000,0.875000,0.522522,1.000000,0.738845,0.743220,0.879604,0.763592,0.787887,0.870899,0.794960,0.923609,0.954969,0.926364,0.948486,-0.074920,0.022319
0.812500,1.000000,0.875000,0.625232,1.000000,0.738845,0.787791,0.901448,0.765415,0.830287,0.892769,0.804554,0.939888,0.962897,0.930076,0.958188,-0.060300,0.025945
0.875000,1.000000,0.875000,0.738845,1.000000,0.738845,0.837094,0.925610,0.767433,0.877187,0.916960,0.815165,0.957262,0.971516,0.934147,0.968669,-0.045034,0.029851
0.937500,1.000000,0.875000,0.863669,1.000000,0.738845,0.891261,0.952157,0.769649,0.928716,0.943538,0.826823,0.975651,0.980814,0.938579,0.979899,-0.029243,0.034020
1.000000,1.000000,0.875000,1.000000,1.000000,0.738845,0.950422,0.981151,0.772070,0.984995,0.972567,0.839557,0.994973,0.990771,0.943373,0.991848,-0.013045,0.038438
0.000000,0.000000,0.937500,0.000000,0.000000,0.863669,0.163959,0.062335,0.753789,0.049624,0.090725,0.530603,0.367477,0.449340,0.809574,0.430645,0.000394,-0.293433
0.062500,0.000000,0.937500,0.005156,0.000000,0.863669,0.166196,0.063432,0.753881,0.051752,0.091822,0.531085,0.372657,0.451145,0.809819,0.433166,0.006367,-0.292084
0.125000,0.000000,0.937500,0.014350,0.000000,0.863669,0.170186,0.065387,0.754044,0.055547,0.093780,0.531944,0.381553,0.454329,0.810255,0.437563,0.016428,-0.289714
0.187500,0.000000,0.937500,0.029343,0.000000,0.863669,0.176693,0.068576,0.754310,0.061737,0.096972,0.533344,0.395228,0.459427,0.810966,0.444484,0.031417,-0.285944
0.250000,0.000000,0.937500,0.050876,0.000000,0.863669,0.186037,0.073155,0.754692,0.070626,0.101557,0.535355,0.413353,0.466556,0.811984,0.453953,0.050412,-0.280717
0.312500,0.000000,0.937500,0.079581,0.000000,0.863669,0.198494,0.079260,0.755202,0.082476,0.107670,0.538036,0.435287,0.475734,0.813337,0.465847,0.072117,-0.274059
0.375000,0.000000,0.937500,0.116016,0.000000,0.863669,0.214304,0.087009,0.755849,0.097516,0.115428,0.541439,0.460284,0.486896,0.815048,0.479959,0.095224,-0.266058
0.437500,0.000000,0.937500,0.160683,0.000000,0.863669,0.233687,0.096508,0.756642,0.115955,0.124938,0.545611,0.487637,0.499918,0.817136,0.496041,0.118646,-0.256845
0.500000,0.000000,0.937500,0.214041,0.000000,0.863669,0.256842,0.107856,0.757590,0.137982,0.136300,0.550595,0.516743,0.514634,0.819616,0.513836,0.141595,-0.246578
0.562500,0.000000,0.937500,0.276518,0.000000,0.863669,0.283954,0.121143,0.758699,0.163773,0.149603,0.556430,0.547118,0.530860,0.822502,0.533094,0.163571,-0.235423
0.625000,0.000000,0.937500,0.348510,0.000000,0.863669,0.315195,0.136454,0.759977,0.193492,0.164932,0.563154,0.578391,0.548405,0.825802,0.553586,0.184305,-0.223547
0.687500,0.000000,0.937500,0.430393,0.000000,0.863669,0.350728,0.153868,0.761431,0.227294,0.182367,0.570802,0.610281,0.567086,0.829523,0.575108,0.203693,-0.211108
0.750000,0.000000,0.937500,0.522522,0.000000,0.863669,0.390707,0.173461,0.763067,0.265326,0.201983,0.579407,0.642579,0.586730,0.833671,0.597478,0.221739,-0.198248
0.812500,0.000000,0.937500,0.625232,0.000000,0.863669,0.435278,0.195305,0.764891,0.307726,0.223853,0.589000,0.675131,0.607185,0.838246,0.620544,0.238512,-0.185094
0.875000,0.000000,0.937500,0.738845,0.000000,0.863669,0.484581,0.219468,0.766908,0.354626,0.248044,0.599611,0.707821,0.628314,0.843250,0.644171,0.254116,-0.171755
0.937500,0.000000,0.937500,0.863669,0.000000,0.863669,0.538748,0.246014,0.769125,0.406155,0.274623,0.611270,0.740566,0.649998,0.848681,0.668250,0.268669,-0.158324
1.000000,0.000000,0.937500,1.000000,0.000000,0.863669,0.597909,0.275008,0.771546,0.462434,0.303651,0.624003,0.773303,0.672138,0.854533,0.692686,0.282291,-0.144878
0.000000,0.062500,0.937500,0.000000,0.005156,0.863669,0.165899,0.066022,0.754353,0.052355,0.094241,0.532110,0.374098,0.455072,0.810340,0.436584,-0.000084,-0.289394
0.062500,0.062500,0.937500,0.005156,0.005156,0.863669,0.168136,0.067119,0.754445,0.054483,0.095339,0.532592,0.379100,0.456832,0.810584,0.439032,0.005645,-0.288084
0.125000,0.062500,0.937500,0.014350,0.005156,0.863669,0.172126,0.069074,0.754608,0.058279,0.097296,0.533450,0.387706,0.459938,0.811020,0.443307,0.015322,-0.285783
0.187500,0.062500,0.937500,0.029343,0.005156,0.863669,0.178632,0.072263,0.754875,0.064468,0.100489,0.534851,0.400972,0.464914,0.811729,0.450045,0.029796,-0.282117
0.250000,0.062500,0.937500,0.050876,0.005156,0.863669,0.187976,0.076842,0.755257,0.073357,0.105074,0.536862,0.418614,0.471880,0.812745,0.459282,0.048232,-0.277029
0.312500,0.062500,0.937500,0.079581,0.005156,0.863669,0.200433,0.082947,0.755767,0.085207,0.111186,0.539543,0.440039,0.480858,0.814095,0.470910,0.069416,-0.270539
0.375000,0.062500,0.937500,0.116016,0.005156,0.863669,0.216244,0.090696,0.756414,0.100247,0.118944,0.542946,0.464541,0.491791,0.815803,0.484737,0.092098,-0.262727
0.437500,0.062500,0.937500,0.160683,0.005156,0.863669,0.235627,0.100195,0.757207,0.118686,0.128455,0.547118,0.491436,0.504564,0.817888,0.500525,0.115214,-0.253717
0.500000,0.062500,0.937500,0.214041,0.005156,0.863669,0.258782,0.111543,0.758154,0.140713,0.139816,0.552101,0.520130,0.519022,0.820363,0.518028,0.137974,-0.243659
0.562500,0.062500,0.937500,0.276518,0.005156,0.863669,0.285894,0.124830,0.759263,0.166504,0.153119,0.557937,0.550142,0.534987,0.823244,0.537002,0.159865,-0.232714
0.625000,0.062500,0.937500,0.348510,0.005156,0.863669,0.317135,0.140141,0.760542,0.196223,0.168448,0.564661,0.581099,0.552275,0.826537,0.557224,0.180595,-0.221043
0.687500,0.062500,0.937500,0.430393,0.005156,0.863669,0.352668,0.157555,0.761996,0.230026,0.185883,0.572309,0.612715,0.570707,0.830252,0.578491,0.200042,-0.208800
0.750000,0.062500,0.937500,0.522522,0.005156,0.863669,0.392647,0.177149,0.763632,0.268057,0.205500,0.580913,0.644776,0.590116,0.834393,0.600624,0.218189,-0.196125
0.812500,0.062500,0.937500,0.625232,0.005156,0.863669,0.437218,0.198992,0.765455,0.310457,0.227369,0.590506,0.677122,0.610348,0.838961,0.623470,0.235091,-0.183144
0.875000,0.062500,0.937500,0.738845,0.005156,0.863669,0.486520,0.223155,0.767473,0.357357,0.251561,0.601118,0.709634,0.631269,0.843956,0.646895,0.250842,-0.169965
0.937500,0.062500,0.937500,0.863669,0.005156,0.863669,0.540688,0.249701,0.769689,0.408886,0.278139,0.612776,0.742223,0.652761,0.849377,0.670788,0.265550,-0.156682
1.000000,0.062500,0.937500,1.000000,0.005156,0.863669,0.599849,0.278695,0.772110,0.465165,0.307168,0.625510,0.774823,0.674722,0.855220,0.695054,0.279330,-0.143371
0.000000,0.125000,0.937500,0.000000,0.014350,0.863669,0.169358,0.072598,0.755360,0.057225,0.100512,0.534797,0.385356,0.464949,0.811701,0.446786,-0.001190,-0.282472
0.062500,0.125000,0.937500,0.005156,0.014350,0.863669,0.171595,0.073694,0.755452,0.059354,0.101609,0.535279,0.390076,0.466636,0.811945,0.449117,0.004159,-0.281227
0.125000,0.125000,0.937500,0.014350,0.014350,0.863669,0.175585,0.075649,0.755615,0.063149,0.103567,0.536137,0.398219,0.469613,0.812379,0.453193,0.013230,-0.279036
0.187500,0.125000,0.937500,0.029343,0.014350,0.863669,0.182091,0.078838,0.755881,0.069338,0.106759,0.537538,0.410826,0.474390,0.813086,0.459633,0.026884,-0.275542
0.250000,0.125000,0.937500,0.050876,0.014350,0.863669,0.191435,0.083418,0.756263,0.078227,0.111344,0.539549,0.427681,0.481086,0.814098,0.468491,0.044417,-0.270682
0.312500,0.125000,0.937500,0.079581,0.014350,0.863669,0.203892,0.089522,0.756773,0.090077,0.117457,0.542230,0.448269,0.489733,0.815445,0.479680,0.064748,-0.264469
0.375000,0.125000,0.937500,0.116016,0.014350,0.863669,0.219703,0.097271,0.757420,0.105118,0.125215,0.545633,0.471946,0.500286,0.817147,0.493031,0.086719,-0.256972
0.437500,0.125000,0.937500,0.160683,0.014350,0.863669,0.239086,0.106770,0.758213,0.123557,0.134725,0.549805,0.498068,0.512645,0.819224,0.508328,0.109311,-0.248301
0.500000,0.125000,0.937500,0.214041,0.014350,0.863669,0.262241,0.118118,0.759161,0.145584,0.146087,0.554788,0.526063,0.526668,0.821692,0.525339,0.131739,-0.238595
0.562500,0.125000,0.937500,0.276518,0.014350,0.863669,0.289353,0.131405,0.760270,0.171375,0.159390,0.560624,0.555455,0.542192,0.824563,0.543834,0.153468,-0.228003
0.625000,0.125000,0.937500,0.348510,0.014350,0.863669,0.320594,0.146716,0.761548,0.201094,0.174719,0.567348,0.585868,0.559045,0.827846,0.563595,0.174177,-0.216679
0.687500,0.125000,0.937500,0.430393,0.014350,0.863669,0.356127,0.164131,0.763002,0.234896,0.192154,0.574996,0.617010,0.577054,0.831550,0.584426,0.193707,-0.204770
0.750000,0.125000,0.937500,0.522522,0.014350,0.863669,0.396106,0.183724,0.764638,0.272928,0.211770,0.583600,0.648658,0.596058,0.835677,0.606152,0.212014,-0.192412
0.812500,0.125000,0.937500,0.625232,0.014350,0.863669,0.440677,0.205567,0.766462,0.315327,0.233640,0.593193,0.680645,0.615908,0.840231,0.628619,0.229128,-0.179728
0.875000,0.125000,0.937500,0.738845,0.014350,0.863669,0.489979,0.229730,0.768479,0.362228,0.257831,0.603805,0.712843,0.636471,0.845212,0.651694,0.245122,-0.166825
0.937500,0.125000,0.937500,0.863669,0.014350,0.863669,0.544147,0.256277,0.770696,0.413757,0.284410,0.615463,0.745158,0.657630,0.850617,0.675265,0.260089,-0.153797
