R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b
0.625000,0.187500,0.562500,0.348510,0.029343,0.276518,0.214769,0.115061,0.250738,0.175300,0.123267,0.211007,0.559664,0.497678,0.595341,0.510326,0.166615,-0.077372
0.687500,0.187500,0.562500,0.430393,0.029343,0.276518,0.250302,0.132475,0.252192,0.209103,0.140702,0.218655,0.593544,0.520116,0.602448,0.535234,0.182340,-0.064678
0.750000,0.187500,0.562500,0.522522,0.029343,0.276518,0.290281,0.152068,0.253828,0.247134,0.160318,0.227260,0.627544,0.543243,0.610250,0.560712,0.196939,-0.052003
0.812500,0.187500,0.562500,0.625232,0.029343,0.276518,0.334852,0.173912,0.255652,0.289534,0.182188,0.236853,0.661556,0.566900,0.618718,0.586610,0.210577,-0.039452
0.875000,0.187500,0.562500,0.738845,0.029343,0.276518,0.384155,0.198074,0.257669,0.336434,0.206379,0.247464,0.695505,0.590956,0.627823,0.612809,0.223409,-0.027105
0.937500,0.187500,0.562500,0.863669,0.029343,0.276518,0.438322,0.224621,0.259886,0.387963,0.232958,0.259123,0.729340,0.615308,0.637532,0.639216,0.235570,-0.015018
1.000000,0.187500,0.562500,1.000000,0.029343,0.276518,0.497483,0.253615,0.262306,0.444242,0.261986,0.271856,0.763027,0.639872,0.647808,0.665758,0.247177,-0.003228
0.000000,0.250000,0.562500,0.000000,0.050876,0.276518,0.071634,0.056342,0.246907,0.042839,0.063746,0.184749,0.349901,0.399470,0.569544,0.388345,-0.021413,-0.138819
0.062500,0.250000,0.562500,0.005156,0.050876,0.276518,0.073872,0.057438,0.246999,0.044967,0.064844,0.185231,0.355602,0.401750,0.570039,0.391353,-0.015450,-0.137287
0.125000,0.250000,0.562500,0.014350,0.050876,0.276518,0.077861,0.059394,0.247162,0.048762,0.066801,0.186090,0.365338,0.405753,0.570918,0.396575,-0.005518,-0.134612
0.187500,0.250000,0.562500,0.029343,0.050876,0.276518,0.084368,0.062582,0.247428,0.054952,0.069994,0.187490,0.380184,0.412116,0.572347,0.404743,0.009036,-0.130402
0.250000,0.250000,0.562500,0.050876,0.050876,0.276518,0.093712,0.067162,0.247810,0.063841,0.074579,0.189501,0.399668,0.420925,0.574386,0.415827,0.027102,-0.124651
0.312500,0.250000,0.562500,0.079581,0.050876,0.276518,0.106169,0.073267,0.248320,0.075691,0.080691,0.192182,0.423007,0.432124,0.577082,0.429615,0.047284,-0.117461
0.375000,0.250000,0.562500,0.116016,0.050876,0.276518,0.121979,0.081015,0.248967,0.090731,0.088449,0.195585,0.449351,0.445551,0.580469,0.445801,0.068309,-0.109006
0.437500,0.250000,0.562500,0.160683,0.050876,0.276518,0.141363,0.090515,0.249760,0.109170,0.097959,0.199757,0.477934,0.460980,0.584567,0.464045,0.089222,-0.099502
0.500000,0.250000,0.562500,0.214041,0.050876,0.276518,0.164517,0.101863,0.250708,0.131197,0.109321,0.204741,0.508130,0.478154,0.589388,0.484010,0.109413,-0.089176
0.562500,0.250000,0.562500,0.276518,0.050876,0.276518,0.191629,0.115150,0.251817,0.156988,0.122624,0.210576,0.539455,0.496811,0.594935,0.505386,0.128563,-0.078246
0.625000,0.250000,0.562500,0.348510,0.050876,0.276518,0.222870,0.130460,0.253095,0.186707,0.137953,0.217300,0.571549,0.516706,0.601201,0.527904,0.146552,-0.066909
0.687500,0.250000,0.562500,0.430393,0.050876,0.276518,0.258403,0.147875,0.254549,0.220509,0.155388,0.224948,0.604147,0.537616,0.608173,0.551331,0.163389,-0.055334
0.750000,0.250000,0.562500,0.522522,0.050876,0.276518,0.298382,0.167468,0.256185,0.258541,0.175005,0.233553,0.637054,0.559349,0.615831,0.575473,0.179150,-0.043663
0.812500,0.250000,0.562500,0.625232,0.050876,0.276518,0.342953,0.189312,0.258009,0.300941,0.196874,0.243146,0.670132,0.581741,0.624150,0.600171,0.193946,-0.032005
0.875000,0.250000,0.562500,0.738845,0.050876,0.276518,0.392256,0.213474,0.260026,0.347841,0.221066,0.253757,0.703278,0.604654,0.633101,0.625294,0.207896,-0.020449
0.937500,0.250000,0.562500,0.863669,0.050876,0.276518,0.446423,0.240021,0.262243,0.399370,0.247644,0.265416,0.736419,0.627975,0.642651,0.650738,0.221115,-0.009059
1.000000,0.250000,0.562500,1.000000,0.050876,0.276518,0.505584,0.269015,0.264664,0.455649,0.276672,0.278149,0.769503,0.651611,0.652768,0.676417,0.233710,0.002118
0.000000,0.312500,0.562500,0.000000,0.079581,0.276518,0.082433,0.076870,0.250049,0.058045,0.083324,0.193138,0.387187,0.436773,0.578038,0.425763,-0.034429,-0.115521
0.062500,0.312500,0.562500,0.005156,0.079581,0.276518,0.084671,0.077967,0.250141,0.060173,0.084421,0.193620,0.391863,0.438683,0.578518,0.428260,-0.029602,-0.114294
0.125000,0.312500,0.562500,0.014350,0.079581,0.276518,0.088661,0.079922,0.250304,0.063969,0.086379,0.194478,0.399934,0.442048,0.579372,0.432626,-0.021424,-0.112141
0.187500,0.312500,0.562500,0.029343,0.079581,0.276518,0.095167,0.083111,0.250570,0.070158,0.089572,0.195879,0.412438,0.447428,0.580759,0.439521,-0.009133,-0.108728
0.250000,0.312500,0.562500,0.050876,0.079581,0.276518,0.104511,0.087690,0.250953,0.079047,0.094157,0.197890,0.429169,0.454936,0.582740,0.448993,0.006621,-0.104019
0.312500,0.312500,0.562500,0.079581,0.079581,0.276518,0.116968,0.093795,0.251463,0.090897,0.100269,0.200571,0.449624,0.464574,0.585360,0.460936,0.024854,-0.098063
0.375000,0.312500,0.562500,0.116016,0.079581,0.276518,0.132779,0.101544,0.252109,0.105937,0.108027,0.203974,0.473169,0.476259,0.588652,0.475151,0.044531,-0.090969
0.437500,0.312500,0.562500,0.160683,0.079581,0.276518,0.152162,0.111043,0.252903,0.124376,0.117537,0.208146,0.499167,0.489845,0.592638,0.491388,0.064757,-0.082885
0.500000,0.312500,0.562500,0.214041,0.079581,0.276518,0.175317,0.122391,0.253850,0.146403,0.128899,0.213130,0.527048,0.505145,0.597330,0.509379,0.084862,-0.073981
0.562500,0.312500,0.562500,0.276518,0.079581,0.276518,0.202428,0.135678,0.254959,0.172194,0.142202,0.218965,0.556339,0.521957,0.602733,0.528864,0.104404,-0.064431
0.625000,0.312500,0.562500,0.348510,0.079581,0.276518,0.233669,0.150989,0.256238,0.201913,0.157531,0.225689,0.586662,0.540076,0.608840,0.549601,0.123132,-0.054401
0.687500,0.312500,0.562500,0.430393,0.079581,0.276518,0.269203,0.168403,0.257692,0.235716,0.174966,0.233337,0.617726,0.559308,0.615641,0.571373,0.140934,-0.044042
0.750000,0.312500,0.562500,0.522522,0.079581,0.276518,0.309182,0.187997,0.259328,0.273747,0.194582,0.241942,0.649307,0.579475,0.623118,0.593993,0.157792,-0.033484
0.812500,0.312500,0.562500,0.625232,0.079581,0.276518,0.353753,0.209840,0.261151,0.316147,0.216452,0.251535,0.681234,0.600418,0.631247,0.617301,0.173744,-0.022837
0.875000,0.312500,0.562500,0.738845,0.079581,0.276518,0.403055,0.234003,0.263169,0.363047,0.240643,0.262146,0.713380,0.622001,0.640002,0.641159,0.188858,-0.012189
0.937500,0.312500,0.562500,0.863669,0.079581,0.276518,0.457223,0.260549,0.265385,0.414576,0.267222,0.273805,0.745650,0.644106,0.649352,0.665455,0.203217,-0.001612
1.000000,0.312500,0.562500,1.000000,0.079581,0.276518,0.516383,0.289543,0.267806,0.470855,0.296250,0.286538,0.777969,0.666632,0.659266,0.690094,0.216905,0.008841
0.000000,0.375000,0.562500,0.000000,0.116016,0.276518,0.096141,0.102927,0.254038,0.077345,0.108173,0.203786,0.426067,0.476475,0.588471,0.465410,-0.049241,-0.091874
0.062500,0.375000,0.562500,0.005156,0.116016,0.276518,0.098378,0.104023,0.254129,0.079474,0.109271,0.204267,0.429940,0.478081,0.588934,0.467498,-0.045274,-0.090891
0.125000,0.375000,0.562500,0.014350,0.116016,0.276518,0.102368,0.105979,0.254293,0.083269,0.111229,0.205126,0.436678,0.480919,0.589758,0.471165,-0.038467,-0.089161
0.187500,0.375000,0.562500,0.029343,0.116016,0.276518,0.108874,0.109167,0.254559,0.089458,0.114421,0.206527,0.447240,0.485477,0.591097,0.477000,-0.028042,-0.086403
0.250000,0.375000,0.562500,0.050876,0.116016,0.276518,0.118218,0.113747,0.254941,0.098348,0.119006,0.208538,0.461588,0.491877,0.593009,0.485091,-0.014341,-0.082568
0.312500,0.375000,0.562500,0.079581,0.116016,0.276518,0.130675,0.119852,0.255451,0.110197,0.125118,0.211219,0.479428,0.500158,0.595540,0.495407,0.001977,-0.077670
0.375000,0.375000,0.562500,0.116016,0.116016,0.276518,0.146486,0.127600,0.256098,0.125238,0.132876,0.214622,0.500317,0.510288,0.598721,0.507830,0.020124,-0.071772
0.437500,0.375000,0.562500,0.160683,0.116016,0.276518,0.165869,0.137100,0.256891,0.143677,0.142387,0.218794,0.523756,0.522184,0.602576,0.522187,0.039334,-0.064970
0.500000,0.375000,0.562500,0.214041,0.116016,0.276518,0.189024,0.148448,0.257838,0.165704,0.153748,0.223777,0.549259,0.535719,0.607116,0.538278,0.058955,-0.057387
0.562500,0.375000,0.562500,0.276518,0.116016,0.276518,0.216135,0.161735,0.258948,0.191495,0.167051,0.229613,0.576393,0.550744,0.612348,0.555891,0.078493,-0.049153
0.625000,0.375000,0.562500,0.348510,0.116016,0.276518,0.247377,0.177046,0.260226,0.221214,0.182380,0.236337,0.604789,0.567100,0.618268,0.574823,0.097607,-0.040403
0.687500,0.375000,0.562500,0.430393,0.116016,0.276518,0.282910,0.194460,0.261680,0.255016,0.199815,0.243984,0.634146,0.584624,0.624867,0.594882,0.116089,-0.031261
0.750000,0.375000,0.562500,0.522522,0.116016,0.276518,0.322889,0.214053,0.263316,0.293048,0.219432,0.252589,0.664221,0.603161,0.632128,0.615893,0.133829,-0.021843
0.812500,0.375000,0.562500,0.625232,0.116016,0.276518,0.367460,0.235897,0.265140,0.335447,0.241302,0.262182,0.694824,0.622568,0.640031,0.637703,0.150791,-0.012250
0.875000,0.375000,0.562500,0.738845,0.116016,0.276518,0.416762,0.260059,0.267157,0.382348,0.265493,0.272794,0.725804,0.642714,0.648552,0.660177,0.166984,-0.002569
0.937500,0.375000,0.562500,0.863669,0.116016,0.276518,0.470930,0.286606,0.269374,0.433877,0.292071,0.284452,0.757046,0.663483,0.657663,0.683197,0.182445,0.007130
1.000000,0.375000,0.562500,1.000000,0.116016,0.276518,0.530091,0.315600,0.271794,0.490156,0.321100,0.297186,0.788457,0.684773,0.667333,0.706665,0.197228,0.016789
0.000000,0.437500,0.562500,0.000000,0.160683,0.276518,0.112945,0.134870,0.258927,0.101007,0.138637,0.216839,0.465711,0.517559,0.600776,0.506308,-0.065057,-0.068639
0.062500,0.437500,0.562500,0.005156,0.160683,0.276518,0.115182,0.135967,0.259019,0.103135,0.139735,0.217321,0.468960,0.518921,0.601221,0.508072,-0.061741,-0.067848
0.125000,0.437500,0.562500,0.014350,0.160683,0.276518,0.119172,0.137922,0.259182,0.106931,0.141692,0.218180,0.474643,0.521333,0.602011,0.511179,-0.056000,-0.066452
0.187500,0.437500,0.562500,0.029343,0.160683,0.276518,0.125678,0.141111,0.259448,0.113120,0.144885,0.219580,0.483630,0.525220,0.603297,0.516149,-0.047084,-0.064216
0.250000,0.437500,0.562500,0.050876,0.160683,0.276518,0.135022,0.145690,0.259831,0.122009,0.149470,0.221591,0.495980,0.530703,0.605133,0.523092,-0.035144,-0.061089
0.312500,0.437500,0.562500,0.079581,0.160683,0.276518,0.147479,0.151795,0.260340,0.133859,0.155582,0.224272,0.511543,0.537840,0.607564,0.532022,-0.020598,-0.057065
0.375000,0.437500,0.562500,0.116016,0.160683,0.276518,0.163290,0.159544,0.260987,0.148899,0.163340,0.227675,0.530027,0.546635,0.610621,0.542879,-0.004020,-0.052174
0.437500,0.437500,0.562500,0.160683,0.160683,0.276518,0.182673,0.169043,0.261781,0.167338,0.172851,0.231847,0.551059,0.557045,0.614328,0.555552,0.013972,-0.046479
0.500000,0.437500,0.562500,0.214041,0.160683,0.276518,0.205828,0.180391,0.262728,0.189365,0.184212,0.236831,0.574249,0.568992,0.618699,0.569896,0.032796,-0.040061
0.562500,0.437500,0.562500,0.276518,0.160683,0.276518,0.232939,0.193678,0.263837,0.215156,0.197515,0.242666,0.599218,0.582371,0.623739,0.585748,0.051962,-0.033017
0.625000,0.437500,0.562500,0.348510,0.160683,0.276518,0.264181,0.208989,0.265116,0.244875,0.212844,0.249390,0.625626,0.597064,0.629448,0.602943,0.071089,-0.025448
0.687500,0.437500,0.562500,0.430393,0.160683,0.276518,0.299714,0.226403,0.266570,0.278678,0.230279,0.257038,0.653182,0.612940,0.635817,0.621316,0.089905,-0.017458
0.750000,0.437500,0.562500,0.522522,0.160683,0.276518,0.339693,0.245996,0.268206,0.316709,0.249896,0.265643,0.681637,0.629873,0.642835,0.640714,0.108231,-0.009141
0.812500,0.437500,0.562500,0.625232,0.160683,0.276518,0.384264,0.267840,0.270029,0.359109,0.271765,0.275236,0.710791,0.647736,0.650481,0.660995,0.125960,-0.000587
0.875000,0.437500,0.562500,0.738845,0.160683,0.276518,0.433566,0.292002,0.272047,0.406009,0.295957,0.285847,0.740478,0.666412,0.658736,0.682031,0.143043,0.008126
0.937500,0.437500,0.562500,0.863669,0.160683,0.276518,0.487734,0.318549,0.274263,0.457538,0.322535,0.297506,0.770565,0.685792,0.667572,0.703707,0.159471,0.016930
1.000000,0.437500,0.562500,1.000000,0.160683,0.276518,0.546895,0.347543,0.276684,0.513817,0.351564,0.310239,0.800945,0.705778,0.676964,0.725924,0.175258,0.025766
0.000000,0.500000,0.562500,0.000000,0.214041,0.276518,0.133019,0.173030,0.264768,0.129272,0.175029,0.232433,0.505633,0.559375,0.614845,0.547839,-0.081308,-0.046249
0.062500,0.500000,0.562500,0.005156,0.214041,0.276518,0.135256,0.174126,0.264860,0.131401,0.176127,0.232914,0.508393,0.560542,0.615270,0.549344,-0.078492,-0.045607
0.125000,0.500000,0.562500,0.014350,0.214041,0.276518,0.139246,0.176081,0.265023,0.135196,0.178084,0.233773,0.513241,0.562612,0.616025,0.552004,-0.073587,-0.044473
0.187500,0.500000,0.562500,0.029343,0.214041,0.276518,0.145752,0.179270,0.265289,0.141385,0.181277,0.235173,0.520957,0.565954,0.617252,0.556275,-0.065889,-0.042650
0.250000,0.500000,0.562500,0.050876,0.214041,0.276518,0.155096,0.183850,0.265672,0.150275,0.185862,0.237185,0.531653,0.570685,0.619007,0.562274,-0.055432,-0.040088
0.312500,0.500000,0.562500,0.079581,0.214041,0.276518,0.167553,0.189954,0.266182,0.162124,0.191974,0.239866,0.545276,0.576874,0.621331,0.570043,-0.042469,-0.036770
0.375000,0.500000,0.562500,0.116016,0.214041,0.276518,0.183364,0.197703,0.266828,0.177165,0.199732,0.243269,0.561642,0.584542,0.624255,0.579561,-0.027402,-0.032708
0.437500,0.500000,0.562500,0.160683,0.214041,0.276518,0.202747,0.207202,0.267622,0.195604,0.209243,0.247441,0.580487,0.593677,0.627803,0.590762,-0.010712,-0.027939
0.500000,0.500000,0.562500,0.214041,0.214041,0.276518,0.225902,0.218550,0.268569,0.217631,0.220604,0.252424,0.601506,0.604233,0.631990,0.603546,0.007114,-0.022517
0.562500,0.500000,0.562500,0.276518,0.214041,0.276518,0.253013,0.231837,0.269678,0.243422,0.233907,0.258259,0.624386,0.616142,0.636823,0.617793,0.025625,-0.016510
0.625000,0.500000,0.562500,0.348510,0.214041,0.276518,0.284255,0.247148,0.270957,0.273141,0.249236,0.264984,0.648827,0.629318,0.642303,0.633371,0.044439,-0.009995
0.687500,0.500000,0.562500,0.430393,0.214041,0.276518,0.319788,0.264563,0.272411,0.306943,0.266671,0.272631,0.674558,0.643663,0.648423,0.650146,0.063255,-0.003049
0.750000,0.500000,0.562500,0.522522,0.214041,0.276518,0.359767,0.284156,0.274047,0.344975,0.286288,0.281236,0.701341,0.659074,0.655175,0.667985,0.081846,0.004248
0.812500,0.500000,0.562500,0.625232,0.214041,0.276518,0.404338,0.305999,0.275870,0.387374,0.308157,0.290829,0.728971,0.675446,0.662541,0.686763,0.100057,0.011823
0.875000,0.500000,0.562500,0.738845,0.214041,0.276518,0.453640,0.330162,0.277888,0.434275,0.332349,0.301441,0.757277,0.692678,0.670503,0.706363,0.117786,0.019606
0.937500,0.500000,0.562500,0.863669,0.214041,0.276518,0.507808,0.356709,0.280104,0.485804,0.358927,0.313099,0.786117,0.710671,0.679038,0.726678,0.134977,0.027536
1.000000,0.500000,0.562500,1.000000,0.214041,0.276518,0.566968,0.385703,0.282525,0.542083,0.387956,0.325832,0.815371,0.729335,0.688121,0.747610,0.151607,0.035558
0.000000,0.562500,0.562500,0.000000,0.276518,0.276518,0.156523,0.217710,0.271608,0.162368,0.217640,0.250691,0.545549,0.601514,0.630540,0.589618,-0.097621,-0.024922
0.062500,0.562500,0.562500,0.005156,0.276518,0.276518,0.158760,0.218806,0.271699,0.164497,0.218737,0.251173,0.547922,0.602524,0.630944,0.590917,-0.095196,-0.024397
0.125000,0.562500,0.562500,0.014350,0.276518,0.276518,0.162750,0.220762,0.271862,0.168292,0.220695,0.252031,0.552104,0.604316,0.631662,0.593217,-0.090953,-0.023466
0.187500,0.562500,0.562500,0.029343,0.276518,0.276518,0.169256,0.223950,0.272129,0.174481,0.223888,0.253432,0.558791,0.607216,0.632830,0.596921,-0.084243,-0.021968
0.250000,0.562500,0.562500,0.050876,0.276518,0.276518,0.178600,0.228530,0.272511,0.183370,0.228473,0.255443,0.568124,0.611333,0.634499,0.602145,-0.075029,-0.019853
0.312500,0.562500,0.562500,0.079581,0.276518,0.276518,0.191057,0.234635,0.273021,0.195220,0.234585,0.258124,0.580107,0.616737,0.636712,0.608947,-0.063453,-0.017102
0.375000,0.562500,0.562500,0.116016,0.276518,0.276518,0.206868,0.242383,0.273668,0.210261,0.242343,0.261527,0.594638,0.623462,0.639497,0.617331,-0.049788,-0.013714
0.437500,0.562500,0.562500,0.160683,0.276518,0.276518,0.226251,0.251883,0.274461,0.228700,0.251853,0.265699,0.611536,0.631513,0.642880,0.627263,-0.034394,-0.009709
0.500000,0.562500,0.562500,0.214041,0.276518,0.276518,0.249406,0.263231,0.275408,0.250727,0.263215,0.270682,0.630570,0.640870,0.646874,0.638678,-0.017668,-0.005122
0.562500,0.562500,0.562500,0.276518,0.276518,0.276518,0.276518,0.276518,0.276518,0.276518,0.276518,0.276518,0.651490,0.651490,0.651490,0.651490,-0.000000,-0.000000
0.625000,0.562500,0.562500,0.348510,0.276518,0.276518,0.307759,0.291828,0.277796,0.306237,0.291847,0.283242,0.674040,0.663313,0.656728,0.665597,0.018252,0.005603
0.687500,0.562500,0.562500,0.430393,0.276518,0.276518,0.343292,0.309243,0.279250,0.340039,0.309282,0.290890,0.697980,0.676267,0.662587,0.680892,0.036784,0.011625
0.750000,0.562500,0.562500,0.522522,0.276518,0.276518,0.383271,0.328836,0.280886,0.378071,0.328898,0.299494,0.723088,0.690273,0.669057,0.697265,0.055349,0.018007
0.812500,0.562500,0.562500,0.625232,0.276518,0.276518,0.427842,0.350680,0.282710,0.420470,0.350768,0.309087,0.749167,0.705245,0.676125,0.714607,0.073756,0.024686
0.875000,0.562500,0.562500,0.738845,0.276518,0.276518,0.477144,0.374842,0.284727,0.467371,0.374959,0.319699,0.776046,0.721099,0.683776,0.732815,0.091867,0.031606
0.937500,0.562500,0.562500,0.863669,0.276518,0.276518,0.531312,0.401389,0.286943,0.518900,0.401538,0.331357,0.803578,0.737749,0.691988,0.751789,0.109589,0.038711
1.000000,0.562500,0.562500,1.000000,0.276518,0.276518,0.590473,0.430383,0.289364,0.575179,0.430566,0.344091,0.831638,0.755115,0.700741,0.771441,0.126860,0.045953
0.000000,0.625000,0.562500,0.000000,0.348510,0.276518,0.183607,0.269195,0.279488,0.200505,0.266741,0.271730,0.585295,0.643719,0.647708,0.631407,-0.113764,-0.004739
0.062500,0.625000,0.562500,0.005156,0.348510,0.276518,0.185844,0.270292,0.279580,0.202633,0.267838,0.272212,0.587359,0.644601,0.648090,0.632540,-0.111652,-0.004305
0.125000,0.625000,0.562500,0.014350,0.348510,0.276518,0.189834,0.272247,0.279743,0.206429,0.269796,0.273070,0.591004,0.646168,0.648771,0.634548,-0.107941,-0.003534
0.187500,0.625000,0.562500,0.029343,0.348510,0.276518,0.196340,0.275436,0.280010,0.212618,0.272988,0.274471,0.596852,0.648706,0.649878,0.637789,-0.102039,-0.002291
0.250000,0.625000,0.562500,0.050876,0.348510,0.276518,0.205685,0.280015,0.280392,0.221507,0.277573,0.276482,0.605057,0.652318,0.651462,0.642375,-0.093869,-0.000532
0.312500,0.625000,0.562500,0.079581,0.348510,0.276518,0.218141,0.286120,0.280902,0.233357,0.283686,0.279163,0.615659,0.657071,0.653561,0.648370,-0.083495,0.001766
0.375000,0.625000,0.562500,0.116016,0.348510,0.276518,0.233952,0.293869,0.281549,0.248398,0.291444,0.282566,0.628612,0.663007,0.656206,0.655796,-0.071098,0.004609
0.437500,0.625000,0.562500,0.160683,0.348510,0.276518,0.253335,0.303368,0.282342,0.266837,0.300954,0.286738,0.643796,0.670142,0.659419,0.664641,-0.056943,0.007989
0.500000,0.625000,0.562500,0.214041,0.348510,0.276518,0.276490,0.314716,0.283289,0.288864,0.312316,0.291722,0.661045,0.678471,0.663218,0.674866,-0.041342,0.011883
0.562500,0.625000,0.562500,0.276518,0.348510,0.276518,0.303602,0.328003,0.284398,0.314654,0.325619,0.297557,0.680160,0.687970,0.667611,0.686410,-0.024622,0.016262
0.625000,0.625000,0.562500,0.348510,0.348510,0.276518,0.334843,0.343314,0.285677,0.344374,0.340948,0.304281,0.700933,0.698601,0.672602,0.699198,-0.007102,0.021085
0.687500,0.625000,0.562500,0.430393,0.348510,0.276518,0.370376,0.360728,0.287131,0.378176,0.358383,0.311929,0.723155,0.710312,0.678191,0.713146,0.010930,0.026308
0.750000,0.625000,0.562500,0.522522,0.348510,0.276518,0.410355,0.380322,0.288767,0.416207,0.377999,0.320533,0.746626,0.723042,0.684370,0.728163,0.029224,0.031884
0.812500,0.625000,0.562500,0.625232,0.348510,0.276518,0.454926,0.402165,0.290590,0.458607,0.399869,0.330127,0.771164,0.736726,0.691131,0.744159,0.047574,0.037764
0.875000,0.625000,0.562500,0.738845,0.348510,0.276518,0.504229,0.426328,0.292608,0.505508,0.424060,0.340738,0.796604,0.751293,0.698458,0.761044,0.065819,0.043900
0.937500,0.625000,0.562500,0.863669,0.348510,0.276518,0.558396,0.452874,0.294824,0.557037,0.450639,0.352396,0.822801,0.766672,0.706335,0.778730,0.083835,0.050247
1.000000,0.625000,0.562500,1.000000,0.348510,0.276518,0.617557,0.481868,0.297245,0.613315,0.479667,0.365130,0.849626,0.782793,0.714742,0.797135,0.101534,0.056762
0.000000,0.687500,0.562500,0.000000,0.430393,0.276518,0.214412,0.327754,0.288452,0.243881,0.322587,0.295660,0.624779,0.685829,0.666189,0.673061,-0.129607,0.014301
0.062500,0.687500,0.562500,0.005156,0.430393,0.276518,0.216650,0.328851,0.288544,0.246010,0.323685,0.296141,0.626591,0.686606,0.666550,0.674057,-0.127746,0.014664
0.125000,0.687500,0.562500,0.014350,0.430393,0.276518,0.220640,0.330806,0.288707,0.249805,0.325643,0.297000,0.629797,0.687987,0.667194,0.675826,-0.124470,0.015308
0.187500,0.687500,0.562500,0.029343,0.430393,0.276518,0.227146,0.333995,0.288973,0.255994,0.328835,0.298400,0.634956,0.690228,0.668241,0.678685,-0.119236,0.016349
0.250000,0.687500,0.562500,0.050876,0.430393,0.276518,0.236490,0.338574,0.289355,0.264884,0.333420,0.300412,0.642222,0.693421,0.669739,0.682743,-0.111944,0.017825
0.312500,0.687500,0.562500,0.079581,0.430393,0.276518,0.248947,0.344679,0.289865,0.276733,0.339532,0.303093,0.651659,0.697633,0.671725,0.688063,-0.102610,0.019760
0.375000,0.687500,0.562500,0.116016,0.430393,0.276518,0.264758,0.352428,0.290512,0.291774,0.347290,0.306496,0.663258,0.702906,0.674230,0.694679,-0.091347,0.022163
0.437500,0.687500,0.562500,0.160683,0.430393,0.276518,0.284141,0.361927,0.291305,0.310213,0.356801,0.310667,0.676945,0.709265,0.677275,0.702593,-0.078344,0.025032
0.500000,0.687500,0.562500,0.214041,0.430393,0.276518,0.307296,0.373275,0.292253,0.332240,0.368162,0.315651,0.692602,0.716715,0.680878,0.711786,-0.063843,0.028356
0.562500,0.687500,0.562500,0.276518,0.430393,0.276518,0.334407,0.386562,0.293362,0.358031,0.381465,0.321486,0.710079,0.725245,0.685048,0.722217,-0.048112,0.032114
0.625000,0.687500,0.562500,0.348510,0.430393,0.276518,0.365648,0.401873,0.294640,0.387750,0.396794,0.328210,0.729207,0.734833,0.689791,0.733832,-0.031424,0.036278
0.687500,0.687500,0.562500,0.430393,0.430393,0.276518,0.401182,0.419287,0.296094,0.421552,0.414229,0.335858,0.749809,0.745442,0.695108,0.746566,-0.014042,0.040817
0.750000,0.687500,0.562500,0.522522,0.430393,0.276518,0.441161,0.438881,0.297730,0.459584,0.433846,0.344463,0.771711,0.757028,0.700994,0.760346,0.003795,0.045694
0.812500,0.687500,0.562500,0.625232,0.430393,0.276518,0.485732,0.460724,0.299554,0.501983,0.455716,0.354056,0.794749,0.769540,0.707442,0.775098,0.021881,0.050870
0.875000,0.687500,0.562500,0.738845,0.430393,0.276518,0.535034,0.484887,0.301571,0.548884,0.479907,0.364668,0.818767,0.782923,0.714440,0.790745,0.040041,0.056309
0.937500,0.687500,0.562500,0.863669,0.430393,0.276518,0.589201,0.511433,0.303788,0.600413,0.506485,0.376326,0.843626,0.797117,0.721974,0.807211,0.058135,0.061972
1.000000,0.687500,0.562500,1.000000,0.430393,0.276518,0.648362,0.540427,0.306209,0.656692,0.535514,0.389059,0.869202,0.812064,0.730026,0.824423,0.076053,0.067822
0.000000,0.750000,0.562500,0.000000,0.522522,0.276518,0.249072,0.393640,0.298537,0.292685,0.385421,0.322583,0.663947,0.727744,0.685826,0.714488,-0.145078,0.032245
0.062500,0.750000,0.562500,0.005156,0.522522,0.276518,0.251309,0.394737,0.298629,0.294813,0.386519,0.323065,0.665552,0.728434,0.686167,0.715372,-0.143425,0.032551
0.125000,0.750000,0.562500,0.014350,0.522522,0.276518,0.255299,0.396692,0.298792,0.298608,0.388477,0.323924,0.668396,0.729662,0.686775,0.716943,-0.140508,0.033095
0.187500,0.750000,0.562500,0.029343,0.522522,0.276518,0.261805,0.399880,0.299058,0.304798,0.391669,0.325324,0.672983,0.731655,0.687763,0.719486,-0.135832,0.033975
0.250000,0.750000,0.562500,0.050876,0.522522,0.276518,0.271150,0.404460,0.299441,0.313687,0.396254,0.327335,0.679462,0.734499,0.689177,0.723101,-0.129284,0.035225
0.312500,0.750000,0.562500,0.079581,0.522522,0.276518,0.283606,0.410565,0.299950,0.325537,0.402366,0.330016,0.687913,0.738256,0.691054,0.727853,-0.120849,0.036868
0.375000,0.750000,0.562500,0.116016,0.522522,0.276518,0.299417,0.418314,0.300597,0.340577,0.410124,0.333419,0.698348,0.742971,0.693421,0.733782,-0.110591,0.038914
0.437500,0.750000,0.562500,0.160683,0.522522,0.276518,0.318800,0.427813,0.301390,0.359016,0.419635,0.337591,0.710730,0.748670,0.696301,0.740899,-0.098643,0.041367
0.500000,0.750000,0.562500,0.214041,0.522522,0.276518,0.341955,0.439161,0.302338,0.381043,0.430996,0.342575,0.724978,0.755367,0.699711,0.749198,-0.085188,0.044221
0.562500,0.750000,0.562500,0.276518,0.522522,0.276518,0.369067,0.452448,0.303447,0.406834,0.444299,0.348410,0.740979,0.763060,0.703661,0.758655,-0.070441,0.047462
